,Delhi,Mumbai,Bangalore,Hyderabad,Kolkata,Chennai,Port Blair,Pune,Ahmedabad,Jaipur,Lucknow,Surat,Kanpur,Nagpur,Visakhapatnam,Bhopal,Patna,Vadodara,Agra,Nashik,Vijayawada,Coimbatore,Indore,Thane,Ludhiana,Madurai,Bhubaneswar,Amritsar,Varanasi,Raipur,Aurangabad,Ranchi,Jodhpur,Guwahati,Chandigarh,Mysore,Gwalior,Noida,Faridabad,Ghaziabad,Meerut,Rajkot,Dhanbad,Jalandhar,Kota,Bareilly,Bikaner,Agartala,Jammu,Udaipur,Dehradun,Allahabad,Srinagar,Mangalore,Shillong,Gangtok
Lucknow,420.6559671227484,1193.909510192186,1571.7563714834084,1079.6521545787198,887.5949887720733,1524.2981844109117,2085.35844602228,1173.067541547958,943.5000000218469,508.3400709598076,0,1033.0134095919757,73.95487686091897,657.5888561770095,1041.2810209439203,533.1370079942046,440.1393745687845,931.184949745451,292.6688172368364,1050.560288187107,1143.9148194926368,1801.8423129483504,685.8194377714739,1175.356226092534,670.2554635847125,1895.3610098816314,883.7814619679547,793.0311309831769,265.9221848842987,624.3116397610115,415.08260514225947,586.1568859128811,789.1898052584066,1080.6218395907113,592.3085609706742,1669.878797234373,285.5891992793546,404.25503343578265,397.5034296735978,404.16783076497006,393.23013419903276,1141.9490699776713,647.8732965944859,718.6931114049927,540.6451167363471,234.56273941306014,764.2783977816694,1093.2805580093207,877.2069553032217,769.1645812415601,478.8791452129403,179.28146334877607,993.6919477957562,1671.9943293559038,1102.690059543133,763.3003852038253
Surat,931.0953280065376,238.54730348397962,1042.72349693885,730.1044275492341,1611.450303520396,1197.3935192576064,2370.4644762530706,316.2712457169428,202.324305187726,701.1353970709936,1033.0134095919757,0,959.0736705572357,649.0621291448302,1164.9290397558404,522.8947081272212,1346.7381953283627,126.15440196083395,844.376599395749,166.07560328425004,970.9343803264721,1212.7109325087285,355.4463968185993,223.56095560129322,1116.127731429578,1370.6616085583958,1358.4765579512798,1173.0071447529397,1136.5062846488827,913.663228757324,1251.4490102850539,1309.0173094935021,563.8240029920958,2004.5860807921836,1126.5100799885354,1066.2283724230058,774.9863643397152,933.1285811640217,916.2845070372854,959.1690862647002,996.1691721195198,242.40792021100248,1427.6363548713132,1149.9160413230868,537.2465463145612,1041.71030998014,755.5335248515412,1918.8528679233425,1290.9437620229126,383.2769735639031,1136.7953396410096,1032.5403421348408,1439.0231883701683,947.4223037707723,2004.48724612539,1737.885817328395
Kanpur,392.9590493621361,1121.2135099165782,1517.9317398754433,1025.5563369641677,921.4752404467613,1480.9397549999683,2092.1999842932996,1102.1606024011564,870.6374145967392,450.94454644302164,73.95487686091897,959.0736705572357,0,601.6335304707422,1017.9507048713158,461.38076303878717,489.7378309437295,857.3593070580667,243.08081276276135,977.873536971059,1102.0704851371158,1747.218444403076,612.3675678441341,1102.631327773635,658.5570574166549,1844.9219917724802,888.4538517688236,780.7479019399467,296.5938802583713,593.6834005469715,449.8231002705817,610.3684144535432,727.2936015015449,1141.4851965206853,586.6389965497387,1613.369922733093,217.9489564228983,377.04373051988233,367.3426513672547,381.5733927166501,377.72277553986663,1069.2868214040275,683.062390644262,708.1913889810708,469.7781822015708,239.16456830282698,714.7229067709894,1142.4599044877968,872.1895331789412,698.7257437722835,482.96087036560596,189.14094149687327,995.8754928474642,1609.8824571413832,1161.0042506676934,829.0743410957981
Nagpur,850.4502334716608,689.7989731915411,916.4972976202608,424.28976926538115,972.0624702575917,901.5851880125163,1795.2535397857307,620.0401091416007,702.1948487746619,719.6104899772714,657.5888561770095,649.0621291448302,601.6335304707422,0,584.6327045216583,290.73730246163063,790.6022432642542,622.217340311851,676.2094348575393,565.8955233367171,538.2517122828692,1145.5862679798536,374.7887557400927,674.4979517157418,1128.3422867806,1246.2976170962304,710.7349816036982,1234.826145714705,613.3269757855977,265.1285115899109,679.7831029738512,688.7510184253179,839.4538941813577,1406.6733978021107,1086.41678951273,1012.3655419293381,567.6247810539221,840.8887825475147,823.1446338950731,860.3892703445764,879.8306544420137,865.9338978479259,810.911927625994,1177.064731132925,554.569952933818,810.2165684539141,958.4741962197094,1289.5822500093318,1348.366274907102,671.3029771819179,1021.8461745774936,552.0294321097479,1492.3228266333842,1021.26726828514,1396.7135296101858,1184.6820467778343
Visakhapatnam,1362.7888326343823,1111.5636632037638,800.8954841668041,512.9112116643475,756.7794919098018,604.460116280641,1216.1646264809585,1002.9572258746009,1263.7696881326551,1278.1833520991074,1041.2810209439203,1164.9290397558404,1017.9507048713158,584.6327045216583,0,869.9092239520401,896.7083117661807,1172.7237832293629,1181.9989073807892,1033.4882013111485,313.40709635090167,1006.8066701188686,954.4805000507467,1102.7715729205127,1645.9214485770221,1025.3799781628488,390.7215310701298,1761.9075678627642,846.68323865737,429.2595482525636,795.7080090917543,663.2138598293881,1423.3318820564655,1282.6091093210985,1587.6714358782963,929.7747445102489,1080.9965953821506,1350.0239295162755,1334.4618026300823,1364.1275762362723,1373.309250720652,1402.4095308576832,750.3882320828859,1696.206728995084,1130.7765715573419,1256.652400289193,1533.0024831103829,1073.7766343964788,1867.0309297321314,1254.8872364815138,1496.953185941589,870.6953144005021,2001.4884066882819,1052.5052873004788,1245.2431635494222,1198.7766798536138
Bhopal,595.255044026687,661.8768186199543,1137.002097816219,662.4686559782716,1126.8316912605158,1166.2248387666248,2070.6181987968002,641.2437182584574,494.5190262020573,435.42174609092615,533.1370079942046,522.8947081272212,461.38076303878717,290.73730246163063,869.9092239520401,0,825.0030807665139,444.9855496380161,438.1850580225047,518.6725763759548,819.1365620424978,1357.2981357830474,168.17167544540774,643.440891463879,861.5199937868749,1477.4256102635418,933.5029794902318,961.1153327726009,613.733974705062,490.19494570550006,733.1484989669461,810.3911873115218,555.1630443735035,1486.8371635090696,830.552070409797,1214.890888093671,335.06916601223816,588.5654866396085,570.029522715754,611.1938547639547,637.3614501174851,685.7480087448255,923.7989792354186,908.4906883917625,263.8435670531323,609.9994723256126,667.7374668958083,1418.1317247997304,1077.7028519202945,405.5729139617363,785.6297952947251,510.3723405766831,1224.912501469634,1181.226165737255,1490.075655206036,1215.020749137673
Patna,856.1503177566399,1455.0045725681646,1603.13035573275,1143.5742178035302,470.7845377411812,1476.8985459573087,1738.9651174844728,1402.0304249911035,1304.4630711468676,940.4354686872388,440.1393745687845,1346.7381953283627,489.7378309437295,790.6022432642542,896.7083117661807,825.0030807665139,0,1267.857219810512,730.596686669002,1317.5085173883385,1110.599409249981,1831.17296005797,993.169699659809,1437.826601661313,1082.2251985231057,1887.1053398041145,596.9001607207841,1203.0860024742185,214.92232885580657,601.2247394662738,114.57767846333681,248.87360975904028,1212.691747370242,667.3439157169123,996.3987569614306,1720.2590056332974,700.9996781097454,839.6934783530029,834.6991221602065,836.3034929100724,819.1469814422711,1501.9472676166415,240.57807419171138,1127.342456268564,933.4854900506567,649.2081658342453,1203.1232075022954,653.4337422746531,1270.8838383439952,1158.9781711297533,870.4984134447938,331.21119830005944,1366.642425946839,1774.8862881448065,678.9488847272759,396.6177037051881
Vadodara,807.1377780214729,360.5602481700864,1132.142107167775,777.3774033950751,1561.2546496440843,1265.6054774662834,2386.974685160584,423.6726158278695,102.06304149826515,576.4205034359087,931.184949745451,126.15440196083395,857.3593070580667,622.217340311851,1172.7237832293629,444.9855496380161,1267.857219810512,0,727.3392787137714,260.56913298506237,1008.513429458296,1312.863000836265,279.07668870309976,344.3351302196063,990.0747506166709,1466.2555630234892,1331.0636969843335,1048.1069564396005,1054.6793329263812,880.6053980866092,1177.9831927204666,1250.4733338065594,443.28544912464974,1931.495462692007,1000.4880322292079,1165.2974949177649,664.1292772614921,809.63466506631,793.0432874053002,835.6567043534394,873.0246538354592,246.41700552926542,1366.1828092702763,1024.1176346132352,418.55957820893656,925.0712727035543,633.6051556030598,1860.0578034290666,1166.3977299936876,257.6190421407631,1012.4025164923505,945.9578500957314,1314.8969204447726,1057.9486468301536,1935.0600429100975,1653.8859241416326
Agra,180.8425529308906,1041.7627760026776,1571.167206100251,1087.8843643204434,1163.271441762279,1577.755450518785,2306.4709500129766,1048.7153723790343,715.1439608106281,219.2585806170064,292.6688172368364,844.376599395749,243.08081276276135,676.2094348575393,1181.9989073807892,438.1850580225047,730.596686669002,727.3392787137714,0,902.5759429695246,1211.0170842156404,1793.7395027878397,538.7602925089482,1023.1123629782747,464.1313672058994,1909.398240170725,1105.7233197731334,580.2480252521058,539.2170388483563,753.5128037088897,692.5789031842999,848.6136493719839,504.34993473878785,1371.7763990672427,412.1887196033525,1652.2676441078352,108.64129060288371,168.6098929244108,152.52503675604808,185.3873821594177,203.81607169561408,906.5799379934776,925.5224602933142,514.3374708650083,308.97444906608547,197.74151647360338,472.53088913357993,1383.9843798202066,685.5784027794389,520.0367961987381,349.17013191900145,427.5744166452187,823.6152140078303,1617.7853501060602,1395.0064108282238,1049.810596504189
Nashik,1014.0205142283984,143.3493264472988,878.1795333588999,574.5711111833248,1537.9143471453785,1032.159198303673,2227.4052328724215,165.0603731148588,356.10737757987715,792.194915240461,1050.560288187107,166.07560328425004,977.873536971059,565.8955233367171,1033.4882013111485,518.6725763759548,1317.5085173883385,260.56913298506237,902.5759429695246,0,819.0180858094643,1053.3164860805043,369.33574401536674,124.81574239657073,1224.856941869469,1208.6905943348656,1259.854856128818,1292.4318749948911,1115.1974445433798,828.6157774266314,1214.879090652355,1249.7654455789686,700.3776543201969,1960.7247439446835,1225.141300080374,906.0510500608362,818.6209959551038,1013.5988274020002,995.7439038904818,1039.3907582170523,1074.111057026298,400.9523580484678,1371.0632546168524,1262.3763346373464,609.8846991654827,1095.2448344667548,887.8978002165691,1854.666723240376,1411.9240488082676,505.8911847924992,1220.0593371385362,1021.2810857572124,1561.659519083312,798.2481406689866,1955.0540130427867,1713.4800588934224
Vijayawada,1387.4382382674605,868.1850835804838,505.7967939019264,246.75555458254112,1053.7431235774566,381.10239302022666,1414.2108831324942,751.5921169162852,1107.8986424666602,1253.982883216008,1143.9148194926368,970.9343803264721,1102.0704851371158,538.2517122828692,313.40709635090167,819.1365620424978,1110.599409249981,1008.513429458296,1211.0170842156404,819.0180858094643,0,726.3177587717751,848.5895736429445,862.9445360023693,1666.418829287471,777.3391682192882,690.4154109243531,1772.9935424055857,1008.0754756207218,534.0555710104071,999.3737285716404,905.0336802250829,1337.7046277202062,1573.4548080120126,1622.7067343121212,631.6114899775062,1102.9362110395878,1377.383435161498,1359.8776307187843,1396.1009514519585,1413.631892532713,1213.3296194205345,1009.484256494925,1715.2439776642798,1079.063169758053,1328.8021790606567,1478.4971028966004,1377.3379018029636,1886.6009135787021,1148.3128600599446,1552.2090705190762,996.394546755523,2030.2481062348284,740.8043378607474,1540.7395014427998,1454.0318672570072
Coimbatore,1951.4271996846708,993.6989242796801,231.18184236412634,722.1907518688763,1763.5852927328651,427.4454217787323,1723.5148034319363,896.7001736096099,1409.3750073804304,1765.6749932796736,1801.8423129483504,1212.7109325087285,1747.218444403076,1145.5862679798536,1006.8066701188686,1357.2981357830474,1831.17296005797,1312.863000836265,1793.7395027878397,1053.3164860805043,726.3177587717751,0,1302.1156807465113,1002.7990732761996,2207.2043577456793,173.32811507744788,1397.5145087488431,2294.8345627867816,1709.7906088055304,1237.7300253482233,1718.2599062428355,1631.265185705153,1742.634363667737,2289.0356469931457,2184.837330842428,148.02527618296034,1687.4175904800027,1945.38590363283,1926.7945047421604,1968.3423024705496,1994.5683752408804,1412.407211339973,1735.3480070968576,2251.304580616954,1572.9583714704127,1949.255944200372,1921.635407905415,2077.814535260705,2414.5150761603163,1542.1191205898813,2142.4596403400606,1678.370363168674,2564.5768136909874,309.86218694551985,2252.0273897212924,2180.3458351635427
Indore,667.3390279485097,511.86229692806916,1093.0519929334394,652.931064969857,1284.1267858604465,1163.8418882400942,2168.6605704042154,510.0377213699495,339.0651637028312,464.71952946429536,685.8194377714739,355.4463968185993,612.3675678441341,374.7887557400927,954.4805000507467,168.17167544540774,993.169699659809,279.07668870309976,538.7602925089482,369.33574401536674,848.5895736429445,1302.1156807465113,0,493.15273809245207,907.3186642958319,1435.9786969390339,1068.3088044301694,992.7205626818542,781.7592973915689,617.5938495872247,900.6786968840435,971.7063834943541,489.2078186567897,1654.4468531945777,892.458456778406,1155.741008596002,450.2280270402498,664.4411364754465,645.9957445445849,689.4525295023252,721.4447741183574,523.1547179755335,1087.1273859500993,950.2707230191565,271.728224367649,728.0829223424761,640.3022007363694,1581.080424032316,1112.4142004897192,303.16765543849516,870.014980136775,677.0941975959138,1262.5388678134261,1095.6496796598378,1656.9219441813075,1382.891544964499
Thane,1128.6895513896475,18.727906568816685,847.9977156182814,616.2956588055118,1643.897361449389,1032.539286025518,2277.1299601276346,119.30312534474199,425.6766694455636,903.4380760459132,1175.356226092534,223.56095560129322,1102.631327773635,674.4979517157418,1102.7715729205127,643.440891463879,1437.826601661313,344.3351302196063,1023.1123629782747,124.81574239657073,862.9445360023693,1002.7990732761996,493.15273809245207,0,1329.697386457024,1165.3865818221632,1353.8369753995546,1391.4985557701104,1237.2722373119818,933.0463177702803,1333.8597737189384,1362.2277400980715,786.5631929735384,2076.544863975685,1334.5604761471486,858.4206528738772,941.2867540600163,1129.0162326353548,1111.4173566064753,1154.9413588665282,1190.3979526450023,411.7768597241928,1484.0546588807294,1365.355188905793,725.902556710866,1216.9754428976332,977.6673716820009,1963.79531612298,1510.14593617732,600.7802517487967,1335.0269624093353,1144.7973702831464,1658.933607512633,727.9690411371952,2069.211857537688,1834.1861416008583
